Create Date,Primary Reference,Status,Weight,Target Ship (Early),Target Ship (Late),Target Delivery (Early),Target Delivery (Late),Origin Code,Origin Name,Origin City,Origin State,Origin Zip,Origin Ctry,Dest Code,Dest City,Dest Name,Dest State,Dest Zip,Dest Ctry,JDE Sales Order Number,JDE Sales Order Type,Brokered SCAC,Cube,Completed Activity Date
3/14/2022 11:45,343136 (BOL),Booked,41345,3/26/2022 0:01,3/26/2022 23:59,3/28/2022 0:01,3/28/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,306778,NORTH LITTLE ROCK,A76,AR,72117,US,60839594,SI,,20,3/14/2022
3/14/2022 11:46,343137 (BOL),Booked,41345,3/28/2022 0:01,3/28/2022 23:59,3/30/2022 0:01,3/30/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,306778,NORTH LITTLE ROCK,A76,AR,72117,US,60839596,SI,,20,3/14/2022
3/14/2022 11:46,343138 (BOL),Booked,41345,3/26/2022 0:01,3/26/2022 23:59,3/29/2022 0:01,3/29/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,306778,NORTH LITTLE ROCK,A76,AR,72117,US,60839598,SI,,20,3/14/2022
3/14/2022 11:46,343139 (BOL),Booked,41345,3/29/2022 0:01,3/29/2022 23:59,3/31/2022 0:01,3/31/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,306778,NORTH LITTLE ROCK,A76,AR,72117,US,60839599,SI,,20,3/14/2022
3/14/2022 13:50,343282 (BOL),Booked,47990,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,196150,WINDSOR,A693,ON,N9A 6J3,CA,30371054,SO,,21,3/14/2022
3/14/2022 14:37,343305 (BOL),Tendered,40215,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,185901,HALTON HILLS,A1171,ON,L7G 0C6,CA,30370636,SO,,22,3/15/2022
3/14/2022 14:45,343328 (BOL),Booked,13454,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,186148,MISSISSAUGA,A971,ON,L4T 1G3,CA,30370921,SO,,6,3/14/2022
3/14/2022 15:29,343342 (BOL),Booked,36632,3/24/2022 0:01,3/24/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,185320,CONKLIN,A413,NY,13748,US,60838591,SI,,16,3/14/2022
3/14/2022 15:29,343343 (BOL),Booked,41211,3/26/2022 0:01,3/26/2022 23:59,3/28/2022 0:01,3/28/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,185972,NEWNAN,A416,GA,30265,US,60839619,SI,,18,3/14/2022
3/14/2022 15:42,343367 (BOL),Booked,48739,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,196147,WHITBY,A463,ON,L1N 9V9,CA,30371487,SO,,23,3/14/2022
3/14/2022 15:43,343368 (BOL),Booked,48739,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,186460,KITCHENER,A461,ON,N2C 2G7,CA,30371488,SO,,23,3/14/2022
3/14/2022 18:58,343481 (BOL),Booked,41952,3/25/2022 0:01,3/25/2022 23:59,3/28/2022 0:01,3/28/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,186280,FLOWOOD,A1163,MS,39232,US,60839884,SI,,22,3/15/2022
3/14/2022 20:28,343511 (BOL),Booked,41811,3/28/2022 0:01,3/28/2022 23:59,3/29/2022 0:01,3/29/2022 23:59,245553,CA WH9,BRAMPTON,ON,L6T 5W2,CA,185213,ABERDEEN,A660,MD,21001,US,60839978,SI,,20,3/15/2022
3/14/2022 10:06,343006 (BOL),Booked,43183,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,358658,FLOWER MOUND,A613,TX,75028,US,60809946,SO,,19,3/14/2022
3/14/2022 10:08,343008 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,185493,WATERTOWN,A825,NY,13601,US,60836184,SO,,20,3/15/2022
3/14/2022 10:11,343012 (BOL),Booked,42240,3/20/2022 0:01,3/20/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,186361,VICTORIA,A745,TX,77902,US,60838464,SO,,20,3/14/2022
3/7/2022 21:58,340693 (BOL),Booked,36382,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185320,CONKLIN,A413,NY,13748,US,60834909,SI,,16,3/17/2022
3/7/2022 21:58,340694 (BOL),Booked,41210,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185354,HANOVER PARK,A414,IL,60133,US,60835425,SI,,18,3/11/2022
3/7/2022 23:14,340702 (BOL),Booked,36218,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245554,PLT 1,MONCTON,NB,E1A 3R1,CA,256891,ESSEX,A750,VT,5452,US,60835667,SI,,16,3/9/2022
3/14/2022 10:11,343013 (BOL),Booked,42240,3/27/2022 0:01,3/27/2022 23:59,3/30/2022 0:01,3/30/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,186361,VICTORIA,A745,TX,77902,US,60838467,SO,,20,3/14/2022
3/14/2022 10:11,343015 (BOL),Booked,42380,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,333813,BOWLING GREEN,A749,KY,42101,US,60838656,SO,,20,3/14/2022
3/14/2022 10:12,343017 (BOL),Booked,42240,3/28/2022 0:01,3/28/2022 23:59,3/30/2022 0:01,3/30/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,186891,HOLTSVILLE,A421,NY,11742,US,60839526,SO,,20,3/14/2022
3/14/2022 13:56,343288 (BOL),Booked,43367,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,382325,BROOKLYN PARK,US WH6,MN,55428,US,60839751,ST,,19,3/26/2022
3/14/2022 10:49,343065 (BOL),Booked,22740,3/26/2022 0:01,3/26/2022 23:59,3/28/2022 0:01,3/28/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,447250,AURORA,A1002,CO,80019,US,60836052,SO,,11,3/14/2022
3/14/2022 11:07,343075 (BOL),Booked,43500,3/22/2022 0:01,3/22/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245579,PLANT CITY,US WH4,FL,33563,US,60839566,ST,,19,3/14/2022
3/14/2022 11:07,343076 (BOL),Booked,43500,3/22/2022 0:01,3/22/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245579,PLANT CITY,US WH4,FL,33563,US,60839573,ST,,19,3/14/2022
3/7/2022 12:55,340337 (BOL),Booked,43367,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60835400,ST,,19,3/21/2022
3/7/2022 12:55,340338 (BOL),Booked,43367,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60835401,ST,,19,3/21/2022
3/7/2022 12:56,340339 (BOL),Booked,43367,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60835404,ST,,19,3/21/2022
3/8/2022 14:58,341061 (BOL),Booked,43367,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60836242,ST,,19,3/21/2022
3/11/2022 15:22,342502 (BOL),Booked,39178,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60838601,ST,,19,3/21/2022
3/11/2022 15:22,342503 (BOL),Booked,39178,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60838602,ST,,19,3/21/2022
3/11/2022 15:22,342504 (BOL),Booked,43339,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60838606,ST,,21,3/21/2022
3/14/2022 11:06,343074 (BOL),Booked,43500,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839564,ST,,19,3/22/2022
3/14/2022 11:55,343147 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839604,ST,,19,3/23/2022
3/14/2022 11:56,343148 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839605,ST,,19,3/23/2022
3/14/2022 11:56,343149 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839606,ST,,19,3/23/2022
3/14/2022 11:56,343150 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839607,ST,,19,3/23/2022
3/14/2022 11:56,343151 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839608,ST,,19,3/23/2022
3/14/2022 11:56,343152 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839609,ST,,19,3/23/2022
3/14/2022 11:57,343157 (BOL),Booked,43412,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245571,FORT WORTH,US WH3,TX,76106,US,60839622,ST,,21,3/14/2022
3/14/2022 11:58,343158 (BOL),Booked,43412,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245571,FORT WORTH,US WH3,TX,76106,US,60839624,ST,,21,3/14/2022
3/14/2022 11:58,343159 (BOL),Booked,43412,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245571,FORT WORTH,US WH3,TX,76106,US,60839628,ST,,21,3/14/2022
3/14/2022 11:58,343160 (BOL),Booked,43412,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245571,FORT WORTH,US WH3,TX,76106,US,60839630,ST,,21,3/14/2022
3/14/2022 11:57,343153 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839610,ST,,19,3/21/2022
3/8/2022 12:08,340916 (BOL),Booked,35937,3/18/2022 0:01,3/18/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245533,PLT 1,LETHBRIDGE,AB,T1H 6X9,CA,346142,GILROY,A763,CA,95020,US,60835705,SI,,17,3/12/2022
3/14/2022 11:57,343154 (BOL),Booked,43412,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839611,ST,,21,3/23/2022
3/11/2022 16:26,342557 (BOL),Booked,43189,3/16/2022 0:01,3/16/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 1,MONCTON,NB,E1A 3R1,CA,245559,BOUCHERVILLE,CA WH4,QC,J4B 1K7,CA,30371015,ST,,21,3/15/2022
3/14/2022 11:57,343155 (BOL),Booked,43412,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839613,ST,,21,3/23/2022
3/14/2022 11:57,343156 (BOL),Booked,43412,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839614,ST,,21,3/22/2022
3/8/2022 12:30,340932 (BOL),Tendered,42382,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185219,HARRISBURG,A1054,PA,17110,US,60836107,SI,,20,3/13/2022
3/8/2022 13:22,340965 (BOL),Tendered,42382,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185219,HARRISBURG,A1054,PA,17110,US,60836109,SI,,20,3/13/2022
3/8/2022 13:23,340966 (BOL),Tendered,42382,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185219,HARRISBURG,A1054,PA,17110,US,60836110,SI,,20,3/13/2022
3/14/2022 11:58,343161 (BOL),Booked,42382,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839632,ST,,20,3/23/2022
3/14/2022 11:58,343162 (BOL),Booked,42382,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839635,ST,,20,3/24/2022
3/14/2022 11:59,343163 (BOL),Booked,42382,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839636,ST,,20,3/25/2022
3/8/2022 14:25,341016 (BOL),Tendered,44171,3/16/2022 0:01,3/16/2022 23:59,3/16/2022 0:01,3/16/2022 23:59,245618,PLT 1,WAITE PARK,MN,56387,US,382325,BROOKLYN PARK,US WH6,MN,55428,US,60836230,ST,,19,3/16/2022
3/14/2022 11:59,343164 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839640,ST,,20,3/22/2022
3/11/2022 11:42,342309 (BOL),Tendered,43500,3/17/2022 0:01,3/17/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245618,PLT 1,WAITE PARK,MN,56387,US,382325,BROOKLYN PARK,US WH6,MN,55428,US,60838402,ST,,19,3/14/2022
3/14/2022 11:59,343165 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839641,ST,,20,3/22/2022
3/8/2022 14:09,341006 (BOL),Tendered,42382,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185219,HARRISBURG,A1054,PA,17110,US,60836151,SI,,20,3/13/2022
3/8/2022 14:09,341007 (BOL),Tendered,42328,3/15/2022 0:01,3/15/2022 23:59,3/15/2022 0:01,3/15/2022 23:59,245636,PLT 1,TORONTO,ON,M9L 1P1,CA,185404,STURTEVANT,A662,WI,53177,US,60836178,SI,,20,3/15/2022
3/14/2022 12:22,343171 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839642,ST,,20,3/22/2022
3/8/2022 14:38,341023 (BOL),Booked,41767,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 1,MONCTON,NB,E1A 3R1,CA,185221,EAST PROVIDENCE,A440,RI,2916,US,60835645,SI,,19,3/15/2022
3/8/2022 14:39,341026 (BOL),Booked,42904,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,316966,GREENCASTLE,A469,PA,17225,US,60836193,SI,,20,3/8/2022
3/8/2022 14:39,341028 (BOL),Tendered,22980,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,316849,ELLOREE,A471,SC,29047,US,60836195,SI,,12,3/14/2022
3/14/2022 12:23,343172 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839643,ST,,20,3/22/2022
3/14/2022 12:23,343173 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839644,ST,,20,3/22/2022
3/14/2022 12:23,343174 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839645,ST,,20,3/22/2022
3/8/2022 14:53,341056 (BOL),Booked,49488,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245559,PLT 1,BOUCHERVILLE,QC,J4B 1K7,CA,185009,VAUGHAN,A398,ON,L4H 4M2,CA,30370174,SO,,24,3/10/2022
3/14/2022 12:23,343175 (BOL),Booked,42240,3/22/2022 0:01,3/22/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839646,ST,,20,3/22/2022
3/14/2022 12:24,343176 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839649,ST,,20,3/24/2022
3/14/2022 12:24,343177 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839650,ST,,20,3/24/2022
3/14/2022 12:24,343178 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839652,ST,,20,3/24/2022
3/14/2022 12:24,343179 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839654,ST,,20,3/24/2022
3/11/2022 12:11,342333 (BOL),Booked,43095,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245618,PLT 1,WAITE PARK,MN,56387,US,382325,BROOKLYN PARK,US WH6,MN,55428,US,60838432,ST,,20,3/21/2022
3/11/2022 12:20,342349 (BOL),Booked,42898,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245618,PLT 1,WAITE PARK,MN,56387,US,382325,BROOKLYN PARK,US WH6,MN,55428,US,60838433,ST,,20,3/23/2022
3/11/2022 12:20,342350 (BOL),Booked,43500,3/23/2022 0:01,3/23/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245618,PLT 1,WAITE PARK,MN,56387,US,382325,BROOKLYN PARK,US WH6,MN,55428,US,60838445,ST,,19,3/11/2022
3/14/2022 12:25,343180 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839655,ST,,20,3/24/2022
3/8/2022 15:09,341074 (BOL),Booked,43493,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245529,PLT 1,LINDEN,NJ,7036,US,185179,BROOKLYN,A9,NY,11237,US,60833040,SO,,23,3/21/2022
3/8/2022 15:11,341076 (BOL),Tendered,43815,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245618,PLT 1,WAITE PARK,MN,56387,US,186418,FAIRBORN,A550,OH,45324,US,60836236,SO,,23,3/15/2022
3/8/2022 15:11,341077 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185554,MONROE,A1056,MI,48161,US,60836238,SI,,20,3/9/2022
3/8/2022 15:11,341078 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185554,MONROE,A1056,MI,48161,US,60836239,SI,,20,3/11/2022
3/8/2022 15:11,341079 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185554,MONROE,A1056,MI,48161,US,60836240,SI,,20,3/9/2022
3/8/2022 15:40,341096 (BOL),Booked,41785,3/15/2022 0:01,3/15/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245554,PLT 1,MONCTON,NB,E1A 3R1,CA,185803,FALCONER,A627,NY,14733,US,60835552,SI,,22,3/15/2022
3/8/2022 15:42,341098 (BOL),Booked,36632,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185320,CONKLIN,A413,NY,13748,US,60836248,SI,,16,3/8/2022
3/8/2022 15:42,341099 (BOL),Booked,41811,3/21/2022 0:01,3/21/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185213,ABERDEEN,A660,MD,21001,US,60836253,SI,,20,3/8/2022
3/8/2022 16:33,341135 (BOL),Booked,40265,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,316850,SALISBURY,A472,NC,28144,US,60836199,SI,,19,3/9/2022
3/8/2022 16:33,341136 (BOL),Booked,42599,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245554,PLT 1,MONCTON,NB,E1A 3R1,CA,185666,SOUTH PORTLAND,A537,ME,4106,US,60836200,SI,,23,3/19/2022
3/8/2022 16:33,341137 (BOL),Tendered,31494,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,422839,GREENVILLE,A8,SC,29607,US,60836201,SI,,15,3/14/2022
3/8/2022 16:33,341138 (BOL),Tendered,5123,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,316850,SALISBURY,A472,NC,28144,US,60836202,SI,,3,3/14/2022
3/8/2022 16:58,341152 (BOL),Booked,36632,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 1,BRAMPTON,ON,L6T 5W2,CA,185980,LOCKBOURNE,A415,OH,43137,US,60836321,SI,,16,3/11/2022
3/14/2022 12:25,343181 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839656,ST,,20,3/24/2022
3/14/2022 12:25,343182 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839657,ST,,20,3/24/2022
3/14/2022 12:26,343183 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839659,ST,,20,3/24/2022
3/14/2022 12:26,343184 (BOL),Booked,42240,3/24/2022 0:01,3/24/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839660,ST,,20,3/25/2022
3/14/2022 12:26,343185 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839662,ST,,20,3/25/2022
3/14/2022 12:26,343186 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 1,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839663,ST,,20,3/25/2022
3/13/2022 17:54,342852 (BOL),Booked,42365,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184934,PLT 1,SUMMERSIDE,PE,C1N 4J9,CA,245559,BOUCHERVILLE,CA WH4,QC,J4B 1K7,CA,30371241,ST,,22,3/20/2022
